organization,review_score,n_reviews,course_name,link,topics,Course Type,Commitment,Start Date,Cost,Class size,Location,Duration,hours_per_week
allWomen,4.91,11,Data Science Part Time,https://www.allwomen.tech/data-science-part-time-course-apply-now/,"Data Science, Data Visualization, Data Analytics, Algorithms, Business Intelligence, Artificial Intelligence, Python, Machine Learning",In Person,Part Time,None scheduled,"€6,950",15.0,Barcelona,24 Weeks,12.0
Colaberry,4.45,11,Data Analytics,https://training.colaberry.com/data_analytics/,"Data Visualization, Data Analytics, SQL",In Person,Part Time,None scheduled,,,Dallas,,
Colaberry,4.45,11,Data Analytics,https://training.colaberry.com/data_analytics/,"Data Visualization, Data Analytics, SQL",Online,Part Time,None scheduled,,,Online,,
Colaberry,4.45,11,Data Science,https://training.colaberry.com/data_science/,"Data Science, Python, Machine Learning",In Person,Part Time,None scheduled,,,Dallas,,
Colaberry,4.45,11,Data Science,https://training.colaberry.com/data_science/,"Data Science, Python",Online,Part Time,None scheduled,,,Online,,
CodeOp,4.9,10,Data Analytics,https://share.hsforms.com/1yTort5tJQqq7_IhQJ4yVMQ30wy0,"MySQL, Data Analytics, SQL, Python",Online,Full Time,None scheduled,"€4,200",,"Barcelona, Online",11 Weeks,
CodeOp,4.9,10,Data Analytics Part-Time,https://share.hsforms.com/1yTort5tJQqq7_IhQJ4yVMQ30wy0,"MySQL, Data Visualization, Data Analytics, Data Structures, Scrum, SQL, Python",Online,Part Time,None scheduled,"€4,200",,"Barcelona, Online",24 Weeks,
Make School,4.3,10,Bachelor in Applied Computer Science,https://www.makeschool.com/computer-science,"Data Science, HTML, Git, JavaScript, Objective-C, Design, Product Management, Mobile, User Experience Design, CSS, React.js, iOS, Front End, Swift, Scrum, Machine Learning",In Person,Full Time,None scheduled,"$70,000",,San Francisco,,
K2 Data Science,5.0,9,Data Analysis,https://k2datascience.typeform.com/to/PoPwjJ,"Data Science, Git, R, Excel, SQL, Python",In Person,Part Time,Rolling Start Date,"$3,000",,Online,,
K2 Data Science,5.0,9,Data Science,http://www.k2datascience.com/apply,"MySQL, Data Science, MongoDB, JavaScript, Hadoop, Spark, Python",In Person,Part Time,None scheduled,"$6,000",10.0,Online,24 Weeks,15.0
K2 Data Science,5.0,9,Workshops / Webinar,,"Data Science, R, Hadoop, Python",In Person,Full Time,Rolling Start Date,,,Online,,
Bedu/Tech,4.89,9,Back End con Python/Django,https://bedu.org/cursos/back-end-con-python-django/,,In Person,Full Time,None scheduled,,,Mexico City,12 Weeks,24.0
Bedu/Tech,4.89,9,Data Analysis,https://bedu.org/cursos/data-analysis/,,In Person,Full Time,None scheduled,,,"Mexico City, Guadalajara",20 Weeks,4.0
Bedu/Tech,4.89,9,Full-stack web development JavaScript,https://bedu.org/product/full-stack/,"MySQL, AngularJS, MongoDB, HTML, Git, JavaScript, User Experience Design, CSS, Express.js, React.js, Data Structures, Algorithms, Node.js, Front End, Scrum, SQL",In Person,Part Time,None scheduled,"$25,550",15.0,"Mexico City, Guadalajara",21 Weeks,18.0
Bedu/Tech,4.89,9,Full Stack web development Python,https://bedu.org/producto/full-stack-python/,"MySQL, MongoDB, HTML, Git, JavaScript, Django, User Experience Design, CSS, React.js, Linux, Data Structures, Algorithms, Front End, Scrum, SQL, Python",In Person,Part Time,None scheduled,"$25,550",15.0,"Mexico City, Guadalajara",21 Weeks,18.0
Magnimind,4.63,9,1-on-1 Data Analysis Project – Mentorship Bootcamp,https://magnimindacademy.com/all-courses/1-on-1-data-analysis-project-mentorship-bootcamp/,"Data Science, Data Visualization, Data Analytics, Python",In Person,Part Time,None scheduled,"$2,400",,Silicon Valley,7 Weeks,
Magnimind,4.63,9,1-on-1 ML Project – Mentorship Bootcamp,https://magnimindacademy.com/all-courses/magnimind-1-on-1-machine-learning-project-mini-bootcamp/,"Data Analytics, Python, Machine Learning",In Person,Part Time,None scheduled,"$2,400",,Silicon Valley,7 Weeks,
Magnimind,4.63,9,Data Analysis with Python Mini Bootcamp (Available Online),https://magnimindacademy.com/all-courses/data-science-prep/,"Data Science, Data Analytics, Data Structures, Python, Machine Learning",In Person,Part Time,None scheduled,$300,,Silicon Valley,4 Weeks,
Magnimind,4.63,9,Data Science,https://magnimindacademy.com/all-courses/application-form/?utm_source=CourseReport&utm_medium=SchoolPage,"Data Science, Data Visualization, Data Analytics, Data Structures, SQL, Python, Machine Learning",In Person,Full Time,None scheduled,"$2,500",,Silicon Valley,10 Weeks,
Magnimind,4.63,9,Distributed ML with Apache Spark Mini Bootcamp (Available Online),https://magnimindacademy.com/all-courses/distributed-machine-learning-with-apache-spark-mini-bootcamp/,"Data Visualization, Spark, Data Structures, Machine Learning",In Person,Part Time,None scheduled,$300,,Silicon Valley,4 Weeks,
Magnimind,4.63,9,Introduction to Python Mini Bootcamp (Available Online),https://magnimindacademy.com/all-courses/introduction-to-python/,Python,In Person,Part Time,None scheduled,$300,,Silicon Valley,4 Weeks,
Magnimind,4.63,9,Machine Learning Core Principles and Application Mini Bootcamp (Available Online),https://magnimindacademy.com/all-courses/fundamentals-of-machine-learning/,"Python, Machine Learning",In Person,Part Time,None scheduled,$300,,Silicon Valley,4 Weeks,
Magnimind,4.63,9,Machine Learning Interview Tactics Mini Bootcamp (Available Online),https://magnimindacademy.com/all-courses/machine-learning-interview-tactics-mini-bootcamp/,Machine Learning,In Person,Part Time,None scheduled,$300,,Silicon Valley,4 Weeks,
Magnimind,4.63,9,Machine Learning with R Mini Bootcamp (Available Online),https://magnimindacademy.com/all-courses/r-with-machine-learning-mini-bootcamp/,"R, Machine Learning",In Person,Part Time,None scheduled,$300,,Silicon Valley,4 Weeks,
Magnimind,4.63,9,Natural Language Processing for Non-Coders Mini Bootcamp (Available Online),https://magnimindacademy.com/all-courses/nlp-for-non-coders-mini-bootcamp/,Python,In Person,Part Time,None scheduled,$300,,Silicon Valley,4 Weeks,
Magnimind,4.63,9,SQL for Data Science Mini Bootcamp (Available Online),https://magnimindacademy.com/all-courses/sql-for-data-science-mini-bootcamp/,"Data Science, SQL",In Person,Part Time,None scheduled,$300,,Silicon Valley,4 Weeks,
Magnimind,4.63,9,Statistical Modeling for Data Science Mini Bootcamp (Available Online),https://magnimindacademy.com/all-courses/statistical-modeling-for-data-science-mini-bootcamp/,,In Person,Part Time,None scheduled,$300,,Silicon Valley,4 Weeks,
Magnimind,4.63,9,Time Series Mini Bootcamp (Available Online),https://magnimindacademy.com/all-courses/time-series-mini-bootcamp/,"Data Visualization, Python",In Person,Part Time,None scheduled,$300,,Silicon Valley,4 Weeks,
Lighthouse,5.0,8,Data Science & Analytics Intensive Program (Flex-Time),https://atlighthouse.com/apply-now,"Data Science, R, Data Visualization, Hadoop, Data Analytics, Business Intelligence, Artificial Intelligence, SQL, Python, Machine Learning",In Person,Part Time,None scheduled,"$10,950",20.0,Atlanta,26 Weeks,10.0
Lighthouse,5.0,8,Using Data Science in Business,https://www.eventbrite.com/e/using-data-science-in-business-tickets-101929887036,"Data Science, Data Visualization, Data Analytics",Online,Full Time,None scheduled,$0,15.0,Atlanta,1 Week,1.0
Desafio Latam,4.63,8,Carrera Data Science,https://desafiolatam.com/data-science/,"Data Science, Data Visualization, Hadoop, Spark, Data Analytics, SQL, Machine Learning",In Person,Part Time,None scheduled,"$2,800",20.0,"Córdoba, Santiago",31 Weeks,6.0
Desafio Latam,4.63,8,Carrera Desarrollo Sitios Web B-Learning,https://desafiolatam.com/desarrollo-sitios-web/,"HTML, Git, PHP, jQuery, CSS, Wordpress, Front End",In Person,Part Time,None scheduled,"$1,500",20.0,"Córdoba, Santiago",17 Weeks,6.0
Code Immersives,4.63,8,Web Development Immersive,https://www.codeimmersives.com/,"MySQL, MongoDB, HTML, Git, PHP, JavaScript, jQuery, CSS, Express.js, React.js, SEO, Data Structures, Algorithms, Node.js, Front End, SQL",In Person,Part Time,None scheduled,"$18,000",30.0,New York City,48 Weeks,20.0
Akademy.AI,5.0,7,AI Engineer Bootcamp,https://www.akademy.ai/ai-bootcamp?utm_source=CourseReport&utm_medium=SchoolPage,"Data Science, Data Structures, Artificial Intelligence, Python, Machine Learning",In Person,Full Time,None scheduled,"€5,990",20.0,Barcelona,10 Weeks,45.0
Bethel Tech,4.86,7,Data Science,https://betheltech.net/apply-now?utm_source=CourseReport&utm_medium=SchoolPage,"MongoDB, R, Node.js, SQL, Python",Online,Part Time,None scheduled,"$15,900",,Online,33 Weeks,
Data Application Lab,4.33,7,Data Engineer,http://www.datalaus.com/en/all-courses/data-engineer/,"Hadoop, Spark",In Person,,None scheduled,,,"Online, Los Angeles",,
Data Application Lab,4.33,7,Data Science,http://www.datalaus.com/en/course-register-form/,Data Science,In Person,Full Time,None scheduled,"$5,200",,"Online, Silicon Valley, Los Angeles",19 Weeks,
Washington University Boot Camps,4.14,7,Cybersecurity - Part-Time,https://bootcamp.tlcenter.wustl.edu/cybersecurity/?utm_source=coursereport&utm_medium=ApplyNow,"Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Network Security, Python",In Person,Part Time,Rolling Start Date,"$10,995",25.0,St. Louis,24 Weeks,10.0
Washington University Boot Camps,4.14,7,Data Analytics - Part-Time,https://bootcamp.tlcenter.wustl.edu/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$10,995",25.0,St. Louis,24 Weeks,10.0
Basecamp,5.0,6,BaseCamp,http://www.basecamp.ai/application,"MySQL, Data Science, Git, JavaScript, Data Visualization, jQuery, Virtualization, Data Analytics, Data Structures, Algorithms, Python, Machine Learning",In Person,Full Time,None scheduled,"$5,000",10.0,Bratislava,8 Weeks,40.0
Basecamp,5.0,6,Data Visualization with Python (Micro-course),https://online.basecamp.ai/p/data-visualisation-with-python,"Data Science, Data Visualization, Data Analytics, Algorithms, Python",Online,Part Time,None scheduled,$5,,Online,2 Weeks,
Basecamp,5.0,6,Data Wrangling with Python,https://online.basecamp.ai/p/data-wrangling-with-python,"Data Science, HTML, Data Analytics, Algorithms, Python, Machine Learning",Online,Part Time,None scheduled,$10,,Online,4 Weeks,
Basecamp,5.0,6,Docker for Data Scientists (Micro-course),https://online.basecamp.ai/p/docker-for-data-scientists,"Data Science, Data Analytics, Algorithms, Python",Online,Part Time,None scheduled,$5,,Online,1 Week,6.0
Basecamp,5.0,6,Environment Setup (Micro-course),https://online.basecamp.ai/p/environment-setup,"Data Science, Python",Online,Part Time,None scheduled,$5,,Online,1 Week,
Basecamp,5.0,6,Intro to Python Programming (Micro-course),https://online.basecamp.ai/p/intro-to-python-programming,"Data Science, Data Analytics, Algorithms, Python",Online,Part Time,None scheduled,$5,,Online,2 Weeks,
Basecamp,5.0,6,Probability & Statistics (Micro-course),https://online.basecamp.ai/p/probability-and-statistics,"Data Science, Data Analytics, Python",Online,Part Time,None scheduled,$5,,Online,1 Week,
Kickstart Coding,5.0,6,$4000 for 4 months part time - Full-Stack Coding,http://kickstartcoding.com/enroll/?utm_source=coursereport&utm_medium=schoolpage,"HTML, JavaScript, Django, CSS, Express.js, React.js, Linux, Data Structures, Algorithms, Node.js, Front End, Python",In Person,,None scheduled,,,Oakland,,
DataScientest,5.0,6,Data Analyst Bootcamp,https://datascientest.com/formation-data-analyst,"HTML, Excel, CSS, SQL, Python",Online,Full Time,None scheduled,"€3,795",,Online,12 Weeks,
DataScientest,5.0,6,Data Engineer Bootcamp,https://datascientest.com/formation-data-engineer,"MongoDB, Hadoop, SQL, Python",Online,Full Time,None scheduled,"€4,495",,Online,12 Weeks,
DataScientest,5.0,6,Data Scientist Bootcamp,https://datascientest.com/formation-data-scientist,"Data Visualization, Excel, SQL, Python, Machine Learning",Online,Full Time,None scheduled,"€4,495",,Online,12 Weeks,
Rice University Boot Camps,4.83,6,Cybersecurity - Part-Time,https://techbootcamps.rice.edu/cybersecurity/?utm_source=coursereport&utm_medium=schoolpage,"Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Network Security, Python",In Person,Part Time,Rolling Start Date,"$11,495",25.0,Houston,24 Weeks,10.0
Rice University Boot Camps,4.83,6,Data Science and Visualization - Part-Time,https://techbootcamps.rice.edu/data/?utm_source=coursereport&utm_medium=schoolpage,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$11,495",25.0,Houston,24 Weeks,10.0
Rice University Boot Camps,4.83,6,Financial Technology - Part-Time,https://techbootcamps.rice.edu/?utm_source=coursereport&utm_medium=ApplyNow,"Excel, Algorithms, Python, Machine Learning, Blockchain",In Person,Part Time,Rolling Start Date,"$11,495",25.0,Houston,24 Weeks,10.0
University of Minnesota Boot Camps,4.5,6,Cybersecurity - Part-Time,https://bootcamp.umn.edu/cybersecurity/?utm_source=coursereport&utm_medium=ApplyNow,"Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Network Security, Python",In Person,Part Time,Rolling Start Date,"$10,995",25.0,St. Paul,24 Weeks,10.0
University of Minnesota Boot Camps,4.5,6,Data Science and Visualization - Part-Time,https://bootcamp.umn.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$10,995",25.0,St. Paul,24 Weeks,10.0
Digital House,3.5,6,Data Analytics,https://www.digitalhouse.com/curso/data-analytics/?utm_source=CourseReport&utm_medium=Referral&utm_campaign=Application,"jQuery, Excel, SQL",In Person,,None scheduled,,,Buenos Aires,,
Digital House,3.5,6,Data Science,https://www.digitalhouse.com/curso/data-science/?utm_source=CourseReport&utm_medium=Referral&utm_campaign=Application,"Data Science, R, Python",In Person,,None scheduled,,,Buenos Aires,,
Noble Desktop,5.0,5,Data Analytics Bootcamp (NYC or Online),https://www.nobledesktop.com/certificates/data-analytics,"Data Visualization, Excel, Data Analytics, SQL",In Person,Part Time,None scheduled,"$1,949",17.0,New York City,2 Weeks,30.0
Noble Desktop,5.0,5,Data Science Certificate (NYC or Online),https://www.nobledesktop.com/certificates/data-science,"Data Science, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$3,195",10.0,New York City,4 Weeks,18.0
Noble Desktop,5.0,5,FinTech Bootcamp (NYC or Online),https://www.nobledesktop.com/certificates/fintech-bootcamp-nyc,"Data Science, Excel, Python",In Person,Full Time,None scheduled,"$2,695",10.0,New York City,2 Weeks,30.0
Noble Desktop,5.0,5,Python for Data Science Bootcamp (NYC or Online),https://www.nobledesktop.com/classes/python-data-science-bootcamp,"Data Science, Data Visualization, Data Structures, Python",Online,Part Time,Rolling Start Date,"$1,595",10.0,New York City,1 Week,30.0
Noble Desktop,5.0,5,Python Machine Learning Bootcamp (NYC or Online),https://www.nobledesktop.com/classes/python-maching-learning,"Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$1,195",10.0,New York City,1 Week,18.0
Noble Desktop,5.0,5,Python Programming Certificate (NYC or Online),https://www.nobledesktop.com/certificates/python-programming,"Data Science, Data Visualization, Data Structures, Python",In Person,Full Time,None scheduled,"$2,795",10.0,New York City,3 Weeks,18.0
Texas A&M University Bootcamp,5.0,5,Cybersecurity Bootcamp,https://tamuk.quickstart.com/bootcamps/cybersecurity/?utm_source=referral&utm_medium=coursereport,"Penetration Testing, Ethical Hacking, Network Security, Python",Online,Part Time,None scheduled,"$7,900",10.0,Online,24 Weeks,20.0
Texas A&M University Bootcamp,5.0,5,Data Analytics and Visualization Bootcamp,https://bit.ly/2mmSp3x,"MySQL, Data Visualization, Excel, Data Analytics, Data Structures, Business Intelligence, SQL",Online,Part Time,None scheduled,"$6,900",10.0,Online,16 Weeks,20.0
Texas A&M University Bootcamp,5.0,5,Data Science Bootcamp,http://tamuk.quickstart.com/bootcamps/data-science/#utm_source=referral&utm_medium=coursereport&utm_campaign=cr-data-science,"Data Science, R, Data Visualization, Excel, Spark, Data Structures, SQL, Python, Machine Learning",Online,Part Time,None scheduled,"$7,900",10.0,Online,26 Weeks,20.0
Texas A&M University Bootcamp,5.0,5,Full Stack Web Development Bootcamp,https://tamuk.quickstart.com/bootcamps/web-development/?utm_source=referral&utm_medium=coursereport,"MySQL, AngularJS, HTML, Git, User Experience Design, CSS, Wordpress, Express.js, React.js, Node.js, Front End, Agile, SQL, Python",Online,Part Time,None scheduled,"$6,900",10.0,Online,16 Weeks,20.0
Xccelerate,4.6,5,Data Science & Machine Learning Bootcamp (Part-Time),https://xccelerate.co/course-detail/HK/PTDS/,"Data Science, Data Visualization, Excel, Python, Machine Learning",In Person,Part Time,None scheduled,"HK$12,500",15.0,Hong Kong,6 Weeks,4.0
Xccelerate,4.6,5,Data Science & Machine Learning (Full-Time),https://xccelerate.co/course-detail/HK/FTDS/,"Data Science, HTML, Data Visualization, Data Structures, Algorithms, Artificial Intelligence, SQL, Python, Machine Learning",In Person,Full Time,Rolling Start Date,"HK$45,000",20.0,Hong Kong,16 Weeks,40.0
Xccelerate,4.6,5,Executive Certificate in Big Data Visualization with Tableau Course,https://xccelerate.co/course-detail/HK/PTDV/,Data Visualization,In Person,Part Time,None scheduled,"HK$4,200",15.0,Hong Kong,3 Weeks,5.0
Xccelerate,4.6,5,Python Fundamentals,https://xccelerate.co/course-detail/HK/PTPY/,Python,In Person,Part Time,None scheduled,"HK$4,500",20.0,Hong Kong,3 Weeks,4.0
Xccelerate,4.6,5,R Programming for Machine Learning,https://xccelerate.co/course-detail/HK/PTMF/,R,In Person,Part Time,None scheduled,"HK$6,900",15.0,Hong Kong,8 Weeks,2.0
IE Data Science Bootcamp,4.6,5,Data Science Bootcamp,https://my.ie.edu/landing/LOGINEXECUTIVE.html??locale=en-US&program=IEXL-ENG-DSBC,"Data Science, R, Data Visualization, Growth Hacking, Data Structures, Business Intelligence, Python, Machine Learning",In Person,Full Time,None scheduled,,,Madrid,,
Techlent,5.0,4,Data Analytics Career Track,http://www.techlent.net/?utm_source=CourseReport&utm_medium=SchoolPage#/leadform,"Data Science, Data Visualization, Data Analytics, Data Structures, Algorithms, SQL",Online,Part Time,Rolling Start Date,,,Online,,
Techlent,5.0,4,Data Science Career Track,http://www.techlent.net/?utm_source=CourseReport&utm_medium=SchoolPage#/leadform,"Data Science, Data Visualization, Data Analytics, Data Structures, Algorithms, SQL",Online,Part Time,Rolling Start Date,,,Online,,
42,4.0,4,42 Starfleet Academy,https://admissions.42.us.org/,"MySQL, AngularJS, Data Science, MongoDB, HTML, Git, PHP, C#, JavaScript, Go, Django, Sinatra, jQuery, Hadoop, Rails, CSS, Game Development, DevOps, Express.js, React.js, Linux, Virtualization, Data Structures, Algorithms, Android, Node.js, Front End, Ruby, Kotlin, SQL, Python, Machine Learning",In Person,Full Time,Rolling Start Date,$0,420.0,Silicon Valley,52 Weeks,70.0
42,4.0,4,Intensive Basic Training,https://admissions.42.us.org/,"Git, Linux, Data Structures, Algorithms",In Person,Full Time,None scheduled,$0,420.0,Silicon Valley,3 Weeks,
42,4.0,4,Le Programme,https://candidature.42.fr/users/sign_up,"MySQL, Data Science, HTML, PHP, C#, JavaScript, Cocoa, jQuery, Game Development, Android, Java, Ruby, SQL, Python",In Person,Full Time,Rolling Start Date,$0,,Paris,,
42,4.0,4,The 42 Program,https://admissions.42.us.org/users/sign_up,"MySQL, AngularJS, Data Science, HTML, Git, PHP, C#, JavaScript, Go, Cocoa, Sinatra, Xcode, jQuery, Rails, Mobile, Game Development, Unity, DevOps, Express.js, Spark, React.js, Linux, Virtualization, Data Structures, Algorithms, Android, Node.js, iOS, Java, Front End, Ruby, Swift, SQL, Python, Machine Learning, Blockchain",In Person,Part Time,Rolling Start Date,$0,1024.0,Silicon Valley,,
KeepCoding,5.0,3,Big Data and Machine Learning Bootcamp,https://keepcoding.io/es/contacto/,"Data Science, R, Data Structures, SQL, Python, Machine Learning",In Person,Part Time,None scheduled,,25.0,Madrid,43 Weeks,20.0
KeepCoding,5.0,3,Bootcamp Programming from Zero,https://keepcoding.io/es/bootcamp-aprender-a-programar-desde-cero/,"MySQL, Data Science, Git, Hadoop, Game Development, DevOps, Spark, Data Structures, Algorithms, Python, Machine Learning",In Person,Full Time,None scheduled,,30.0,Madrid,43 Weeks,40.0
KeepCoding,5.0,3,Bootcamp Web,https://keepcoding.io/es/keepcoding-web-development-master-bootcamp/,"MySQL, AngularJS, MongoDB, HTML, Git, JavaScript, Django, jQuery, Design, User Experience Design, CSS, Express.js, React.js, SEO, Node.js, Front End, SQL, Python",In Person,Part Time,None scheduled,,25.0,Madrid,43 Weeks,15.0
Nuclio School,5.0,3,Data Science Program,https://nuclio.school/master-data-science/,"MySQL, Data Science, R, Data Visualization, Data Analytics, Data Structures, Business Intelligence, Artificial Intelligence, SQL, Python, Machine Learning",In Person,Part Time,None scheduled,"€6,900",20.0,Barcelona,15 Weeks,9.0
Nuclio School,5.0,3,Digital Product Management Program,https://nuclio.school/digital-product-management-intensive-master/?lang=en,"Data Science, Design, Product Management, Growth Hacking, User Experience Design, Wordpress, DevOps, Mobile Security, Data Analytics, Business Intelligence, Scrum, Artificial Intelligence, Agile",In Person,Part Time,None scheduled,"€6,900",20.0,Barcelona,16 Weeks,11.0
Nuclio School,5.0,3,Full Stack Developer Program,https://nuclio.school/master-full-stack-developer/,"MySQL, AngularJS, MongoDB, HTML, Git, PHP, C#, JavaScript, .NET, jQuery, CSS, Wordpress, Game Development, Express.js, React.js, Linux, Java, Front End, Ruby, Scrum, Agile, SQL, Python",In Person,Part Time,None scheduled,"€6,900",20.0,Barcelona,16 Weeks,10.0
The Bridge,5.0,3,Cybersecurity Full Time,https://www.thebridge.tech/bootcamps/bootcamp-ciberseguridad,"HTML, Git, Growth Hacking, Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Crypocurrency, Scrum, Network Security, SIEM Administration, SQL, Machine Learning",In Person,Full Time,"June 15, 2020","€7,000",20.0,Madrid,15 Weeks,40.0
The Bridge,5.0,3,Cybersecurity Part Time,https://www.thebridge.tech/bootcamps/bootcamp-ciberseguridad,"HTML, Git, Growth Hacking, Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Crypocurrency, Scrum, Network Security, SIEM Administration, SQL, Machine Learning",In Person,Part Time,None scheduled,"€7,000",20.0,Madrid,33 Weeks,15.0
The Bridge,5.0,3,Data Science Full Time,https://www.thebridge.tech/bootcamps/bootcamp-data-science,"MySQL, Data Science, Git, R, Data Visualization, Hadoop, Spark, Virtualization, Data Analytics, Data Structures, Algorithms, Business Intelligence, Scrum, Artificial Intelligence, SQL, Python, Machine Learning",In Person,Full Time,"June 15, 2020","€7,000",20.0,Madrid,15 Weeks,40.0
The Bridge,5.0,3,Data Science Online Full Time,https://www.thebridge.tech/bootcamps/bootcamp-data-science-online,"MySQL, Data Science, Git, R, Data Visualization, Hadoop, Spark, Virtualization, Data Analytics, Data Structures, Algorithms, Business Intelligence, Scrum, Artificial Intelligence, SQL, Python, Machine Learning",Online,Full Time,None scheduled,"€7,000",20.0,Online,15 Weeks,40.0
The Bridge,5.0,3,Data Science Online Part Time,https://www.thebridge.tech/bootcamps/bootcamp-data-science-online,"MySQL, Data Science, Git, R, Data Visualization, Hadoop, Spark, Virtualization, Data Analytics, Data Structures, Algorithms, Business Intelligence, Scrum, Artificial Intelligence, SQL, Python, Machine Learning",In Person,Part Time,None scheduled,"€7,000",,Online,33 Weeks,15.0
The Bridge,5.0,3,Data Science Part Time,https://www.thebridge.tech/bootcamps/bootcamp-data-science,"MySQL, Data Science, Git, R, Data Visualization, Hadoop, Spark, Virtualization, Data Analytics, Data Structures, Algorithms, Business Intelligence, Scrum, Artificial Intelligence, SQL, Python, Machine Learning",In Person,Part Time,None scheduled,"€7,000",,Madrid,33 Weeks,15.0
The Bridge,5.0,3,Full Stack Web Developer Full Time,https://www.thebridge.tech/bootcamps/bootcamp-fullstack-developer,"AngularJS, MongoDB, HTML, Git, PHP, JavaScript, Data Visualization, CSS, DevOps, Express.js, React.js, Node.js, Front End, Scrum, SQL",In Person,Full Time,"June 15, 2020","€7,000",20.0,Madrid,15 Weeks,40.0
The Bridge,5.0,3,Full Stack Web Developer Part TIme,https://www.thebridge.tech/bootcamps/bootcamp-fullstack-developer,"AngularJS, MongoDB, HTML, Git, PHP, JavaScript, Data Visualization, CSS, DevOps, Express.js, React.js, Node.js, Front End, Scrum, SQL",In Person,Full Time,None scheduled,"€7,000",20.0,Madrid,33 Weeks,15.0
Applied Course,5.0,3,Applied Machine Learning,https://www.appliedaicourse.com/course/11/Applied-Machine-learning-course,"Data Science, Data Visualization, Artificial Intelligence, Python, Machine Learning",Online,Part Time,None scheduled,"₹25,000",,Online,,
Applied Course,5.0,3,Data Structures And algorithms Course,https://interviewprep.appliedcourse.com/course/2/Interview-Preparation-Course,"Data Structures, Algorithms",Online,Full Time,None scheduled,"₹12,000",,Online,,
Jigsaw Labs,5.0,3,Coding For Data,https://www.jigsawlabs.io/applications/new,"Data Science, Git, Data Visualization, Data Structures, SQL, Python",In Person,Part Time,None scheduled,"$1,200",,New York City,5 Weeks,14.0
Jigsaw Labs,5.0,3,Data Science for Engineers,https://www.jigsawlabs.io/applications/new,Data Science,In Person,Part Time,None scheduled,"$4,000",,New York City,19 Weeks,14.0
365 Data Science,5.0,3,Data Science,https://365datascience.com/courses/,"Data Science, R, Data Visualization, Excel, Data Structures, Python, Machine Learning",Online,Part Time,None scheduled,,,Online,,
University of Miami Boot Camps,4.67,3,Data Science and Visualization - Part-Time,https://bootcamp.miami.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$10,995",25.0,Miami,24 Weeks,10.0
Umuzi Academy,4.33,3,Coding (Web Development),https://www.umuzi.org/umuzi-apply?utm_source=coursereport&utm_medium=schoolpage,"JavaScript, Express.js, React.js, Data Structures, Node.js",In Person,,None scheduled,,,Johannesburg,,
Umuzi Academy,4.33,3,Data Science,,"Data Science, Python",In Person,,None scheduled,,,Johannesburg,,
Mindteck Academy,4.0,3,AWS - Weekday Classes,https://www.mindteckacademy.us/aws,"MySQL, Data Science, MongoDB, JavaScript, jQuery, DevOps, Linux, Virtualization, Data Analytics, Java, SQL, Python, Machine Learning",Online,Part Time,None scheduled,$300,20.0,Online,3 Weeks,15.0
Mindteck Academy,4.0,3,DevOps -- Weekday Classes,https://www.mindteckacademy.us/devops,"Git, Product Management, DevOps, Linux, Virtualization, Java, Kotlin, Scrum, Python",Online,Part Time,None scheduled,$349,20.0,Online,3 Weeks,10.0
Mindteck Academy,4.0,3,Full-Stack Java,,"MySQL, HTML, Git, JavaScript, jQuery, Design, User Experience Design, CSS, React.js, Linux, Data Structures, Algorithms, Java, SQL",Online,Full Time,None scheduled,$0,20.0,Online,8 Weeks,20.0
Mindteck Academy,4.0,3,"Hadoop, Spark and Scala",https://www.mindteckacademy.us/hadoop,"Data Science, Git, Data Visualization, Hadoop, Spark, Linux, Virtualization, Data Analytics, Algorithms, Java, Artificial Intelligence, SQL, Machine Learning",Online,Part Time,None scheduled,$749,20.0,Online,8 Weeks,12.0
Mindteck Academy,4.0,3,Machine Learning with Python,https://www.mindteckacademy.us/mlpython,"Data Science, C#, JavaScript, Data Visualization, Data Analytics, Data Structures, Algorithms, Java, Python, Machine Learning",Online,Part Time,None scheduled,,20.0,Online,,
